,type_of_reference,accession_number,title,publication_year,access_date,secondary_title,issn,alternate_title1,volume,number,start_page,authors,urls,language,doi,publisher,abstract,place_published,keywords,asreview_label,asreview_time,asreview_note,asreview_tag_existingproducts_commercialavailable,asreview_tag_existingproducts_experimental,asreview_tag_efficacymechanicsdelivery_efficacy,asreview_tag_efficacymechanicsdelivery_strainstraits,asreview_tag_efficacymechanicsdelivery_formulationdelivery_,asreview_tag_autodisseminationsocial_horizontalsporetransfer_,asreview_tag_nontargetecotox_apis,asreview_tag_nontargetecotox_bombus,asreview_tag_nontargetecotox_otherinsect,asreview_tag_nontargetecotox_othernoninstect,asreview_tag_nontargetecotox_human,asreview_tag_regulatorypolicy_euapproval,asreview_tag_regulatorypolicy_notallowed_,asreview_tag_regulatorypolicy_approvalpathways,asreview_tag_backgroundproxies_otherfungus,asreview_tag_backgroundproxies_generalbiology,asreview_tag_backgroundproxies_trapsbaits,asreview_tag_seedpaper_metaanalysis,asreview_tag_seedpaper_review,asreview_tag_seedpaper_vespavelutina,asreview_tag_seedpaper_vespideae,asreview_tag_nontargetecotox_apis-bombus,asreview_tag_nontargetecotox_othervespideae
2213,JOUR,rayyan-628421025,"Integration of Repellency Effect of Neem-Based Insecticide and Pheromone Bio-Trap(R) with Beauveria bassiana (Hypocreales: Cordycipitaceae) to Control the Red Palm Weevil, Rhynchophorus ferrugineus (Olivier) (Coleoptera: Curculionidae)",2021,9,African entomology,1021-3589,African entomology : journal of the Entomological Society of Southern Africa.,29,2,611-619,"Hajjar, MJ;Ajlan, AM;Al-Ahmad, MH",http://europepmc.org/abstract/AGR/IND607523531,eng,,,"To control adults of the red palm weevil (RPW), Rhynchophorus ferrugineus (Olivier) (Coleoptera: Curculionidae), a pheromone Bio-Trap(R) containing the commercial formulation of Beauveria bassiana (BroadbandTM) was integrated with neem-based insecticide, (azadirachtin). Beauveria bassiana at 40 ml suspension of 1 109 spores/ml caused 100% mortality of RPW. The LC50 of neem-based insecticide, (azadirachtin) to RPW by direct spraying was 1810.3 ppm, whereas that by feeding was 2117.80 ppm. The lowest concentration of neem that was 100 % repellent to RPW was 800 ppm. The repellency effect of neem was integrated with the pheromone Bio-Trap in three net houses (5 5 m), each planted with five offshoots of palm trees (height, 1-1.5 m). In two of the net houses, wounds were made on offshoots and sprayed weekly with 800 ppm neem, and a pheromone Bio-Trap was introduced. The third net house was the control, in which wounds were made on the offshoots without the spraying of neem and a pheromone non-Bio-Trap (without fungus) was introduced. Thirty adults were introduced, and after 30 days in the net houses with the pheromone Bio-Trap, all RPW died because of contamination by fungi. The repellency of neem prevented the insects from laying eggs in the wounded offshoots, and no larvae were found. However, in the control net house, only 60 % of the adults were trapped and killed in the pheromone non-Bio-Trap, and two of the five offshoots were infested with 26-34 larvae.",,,1,2026-08-07 18:15:48,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
2554,JOUR,rayyan-628421391,Peer review of the pesticide risk assessment of the active substance Beauveria bassiana IMI389521,2017,9,EFSA journal. European Food Safety Authority,1831-4732,EFSA J,15,9,e04831,"=European Food Safety Authority (EFSA);Arena, Maria;Auteri, Domenica;Barmaz, Stefania;Bellisai, Giulia;Brancato, Alba;Brocca, Daniela;Bura, Laszlo;Byers, Harry;Chiusolo, Arianna;Court Marques, Daniele;Crivellente, Federica;De Lentdecker, Chloe;De Maglie, Marcella;Egsmose, Mark;Erdos, Zoltan;Fait, Gabriella;Ferreira, Lucien;Goumenou, Marina;Greco, Luna;Ippolito, Alessio;Istace, Frederique;Jarrah, Samira;Kardassi, Dimitra;Leuschner, Renata","[""http://europepmc.org/abstract/MED/32625636"", ""https://doi.org/10.2903/j.efsa.2017.4831""]",eng,10.2903/j.efsa.2017.4831,,"The conclusions of EFSA following the peer review of the initial risk assessments carried out by the competent authority of the rapporteur Member State, the Netherlands, for the pesticide active substance Beauveria bassiana IMI389521 are reported. The context of the peer review was that required by Regulation (EC) No 1107/2009 of the European Parliament and of the Council. The conclusions were reached on the basis of the evaluation of the representative use of Beauveria bassiana IMI389521 as an insecticide in empty post-harvest storage facilities. The reliable endpoints, appropriate for use in regulatory risk assessment are presented. Missing information identified as being required by the regulatory framework is listed. Concerns are identified.",,,1,2026-08-07 18:18:41,,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,
5493,JOUR,rayyan-628425671,Peer review of the pesticide risk assessment of the active substance Beauveria bassiana strain 203.,2020,11,EFSA journal. European Food Safety Authority,1831-4732 (Electronic),EFSA J,18,11,e06295,Anastassiadou M;Arena M;Auteri D;Brancato A;Bura L;Carrasco Cabrera L;Chaideftou E;Chiusolo A;Crivellente F;De Lentdecker C;Egsmose M;Fait G;Greco L;Ippolito A;Istace F;Jarrah S;Kardassi D;Leuschner R;Lostia A;Lythgo C;Magrans O;Mangas I;Miron I;Molnar T;Padovani L;Parra Morte JM;Pedersen R;Reich H;Santos M;Sharp R;Szentes C;Terron A;Tiramani M;Vagenende B;Villamar-Bouza L,https://pubmed.ncbi.nlm.nih.gov/33209153/,eng,10.2903/j.efsa.2020.6295,,"The conclusions of EFSA following the peer review of the initial risk assessments carried out by the competent authority of the rapporteur Member State the Netherlands for the pesticide active substance Beauveria bassiana strain 203 are reported. The context of the peer review was that required by Regulation (EC) No 1107/2009 of the European Parliament and of the Council. The conclusions were reached on the basis of the evaluation of the representative uses of Beauveria bassiana strain 203 as an insecticide on Phoenix canariensis (field use, indoor and greenhouse applications) and Phoenix dactylifera (field use) in southern Europe. The reliable endpoints, appropriate for use in regulatory risk assessment, are presented. Missing information identified as being required by the regulatory framework is listed. Concerns are identified.",United States,,1,2026-08-07 18:19:05,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,
347,JOUR,rayyan-628415648,"Comparative susceptibility of adult house fly (Diptera: Muscidae) and an important predator, Carcinops pumilio (Coleoptera: Histeridae), to Beauveria bassiana (Hypocreales: Cordycipitaceae)",2024,7,Journal of Medical Entomology,,,61,4,1009-1015,"Geden, Christopher J;White, Roxie L;Pagac, Alexandra A;Machtinger, Erika T",http://europepmc.org/abstract/AGR/IND608591257,eng,,,"House flies (Musca domestica L.) (Diptera: Muscidae) are challenging pests to control. Biological control using Carcinops pumilio beetles may help to reduce house fly populations. However, it is unknown if C. pumilio beetles are compatible with Beauveria bassiana, another house fly biological control option. Five strains of commercially available (GHA, HF23, and L90) and newly discovered (NFH10 and PSU1) strains of B. bassiana were used to test the comparative susceptibility of adult house flies and adult C. pumilio using different laboratory exposure methods. Adult house flies were susceptible to B. bassiana in contact filter paper assays (89%-98% mortality) and immersion assays (100% mortality) at the same 108 conidia suspension using 0.1% CapSil as an aqueous surfactant. Carcinops pumilio were less susceptible than flies to B. bassiana infection using the contact and immersion assays at the same 108 conidial concentration, with 4.4%-12.2% and 8.3%-24.6% mortality, respectively. Immersion in an aqueous conidial suspension resulted in higher mortality compared to contact with treated filter papers at the same 108 concentration with house flies and beetles. We conclude that C. pumilio can safely be used as a biological control agent for house flies with B. bassiana in animal production systems.",,,1,2026-08-07 18:23:11,,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
417,JOUR,rayyan-628415770,Comparative Virulence of Metarhizium anisopliae and Four Strains of Beauveria bassiana Against House Fly (Diptera: Muscidae) Adults With Attempted Selection for Faster Mortality,2021,3,Journal of Medical Entomology,,,58,4,1771-1778,"White, Roxie L;Geden, Christopher J;Kaufman, Phillip E;Johnson, Dana",https://app.dimensions.ai/details/publication/pub.1136316027,,10.1093/jme/tjab027,,"Entomopathogenic fungi such as Beauveria bassiana (Balsamo) Vuillemin and Metarhizium anisopliae/brunneum (Metchnikoff)/Petch have shown promising results for managing the house fly, Musca domestica L. A primary challenge of using these biological control agents (BCAs) in field situations is the time required to induce high adult house fly mortality, typically 6-7 d post-exposure. In this study, virulence of M. anisopliae (strain F52) and four B. bassiana strains were compared. The B. bassiana strains GHA and HF23 are used in commercial products and those were compared with two strains that were isolated from house flies on dairy farms (NFH10 and L90). Assays were conducted by exposing adult house flies to fungal-treated filter paper disks for 2 h. The lethal time to 50% mortality (LT50) at the high concentration of 1 109 conidia ranged from 3.8 to 5.2 d for all five strains. GHA, NFH10, and L90 killed flies faster than M. anisopliae strain F52; HF23 did not differ from either the M. anisopliae or the other B. bassiana strains. Attempts with the NFH10 strain to induce faster fly mortality through selection across 10 fungal to fly passages did not result in shorter time to fly death of the selected strain compared with the unselected strain.",,,1,2026-08-07 18:24:12,,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
40,JOUR,rayyan-628415180,"Topical treatment of adult house flies, Musca domestica L. (Diptera: Muscidae), with Beauveria bassiana in combination with three entomopathogenic bacteria",2024,10,Florida Entomologist,0015-4040,Fla Entomol,107,1,Not Available,"Johnson, Dana M;Weeks, Emma N I;LoVullo, Eric D;Geden, Christopher J",http://europepmc.org/abstract/AGR/IND609304499,eng,,,,,,1,2026-08-07 18:26:43,abstract and download https://www.researchgate.net/publication/384981229_Topical_treatment_of_adult_house_flies_Musca_domestica_L_Diptera_Muscidae_with_Beauveria_bassiana_in_combination_with_three_entomopathogenic_bacteria,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
4381,JOUR,rayyan-628423329,"Host age and pathogen exposure level as factors in the susceptibility of the house fly, Musca domestica (Diptera: Muscidae) to Beauveria bassiana",2008,,Biocontrol science and technology.,0958-3157,Biocontrol science and technology.,18,7,841-847,"Kaufman, Phillip E;Wood, Lois A;Goldberg, Jeffrey I;Long, Stefan J;Rutz, DA","[""http://europepmc.org/abstract/AGR/IND44132609"", ""https://doi.org/10.1080/09583150802376219""]",eng,10.1080/09583150802376219,,"Adult house flies, Musca domestica L., of four ages, 1, 3, 7, and 14 day post-eclosion, were exposed to three strains of Beauveria bassiana (P89, L90 and 447). Flies were exposed to moistened filter paper treated with either a low (1.57x104 conidia/cm2) or high (1.57x105 conidia/cm2) concentration of each fungal strain for 6 h. Strain 447 was superior to the two house fly-derived B. bassiana strains in inducing host infection and mortality. Significant spikes in infection and mortality occurred as early as 5 days post-exposure with higher concentration exposures acting more quickly. Few differences were observed in either infection or mortality among the four fly age classes. On Day 10 post-exposure, 77% of the high-concentration, 447-exposed flies were infected, compared with only 24% of the flies from the P89 low-concentration exposure. Potential applications of these results in integrated house fly management programs are discussed.",,,1,2026-08-07 18:28:14,,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
406,JOUR,rayyan-628415733,Effects of four commercial fungal formulations on mortality and sporulation in house flies (Musca domestica) and stable flies (Stomoxys calcitrans),2016,10,Medical and Veterinary Entomology,,,31,1,15-22,"WEEKS, E. N. I.;MACHTINGER, E. T.;GEZAN, S. A.;KAUFMAN, P. E.;GEDEN, C. J.",https://app.dimensions.ai/details/publication/pub.1035909337,,10.1111/mve.12201,,"The house fly Musca domestica L. (Diptera: Muscidae) and stable fly Stomoxys calcitrans (L.) (Diptera: Muscidae) are major pests of livestock. Biological control is an important tool in an integrated control framework. Increased mortality in filth flies has been documented with entomopathogenic fungi, several strains of which are commercially available. Three strains of Beauveria bassiana (Balsamo-Crivelli) Vuillemin (Hypocreales: Cordycipitaceae) and one strain of Metarhizium brunneum (Petch) (Hypocreales: Clavicipitaceae) were tested in commercial formulations for pathogenicity against house flies and stable flies. There was a significant increase in mortality of house flies with three of the formulations, BotaniGard(R) ES, Mycotrol(R) O, and Met52(R) EC, during days 4-9 in comparison with balEnceTM and the control. In stable flies, mortality rates were highest with Met52(R) EC, followed by Mycotrol(R) O, BotaniGard(R) ES and, finally, balEnceTM. There was a significant fungal effect on sporulation in both house flies and stable flies. Product formulation, species differences and fungal strains may be responsible for some of the differences observed. Future testing in field situations is necessary. These commercial biopesticides may represent important tools in integrated fly management programmes.",,,1,2026-08-07 18:39:55,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
3087,JOUR,rayyan-628422001,The optimum and tolerance pH range is correlated to colonial morphology in isolates of the entompathogenic fungus Beauveria bassiana -- a potential biopesticide,2003,7,World journal of microbiology & biotechnology,1573-0972,World J Microbiol Biotechnol,19,5,469-477,"Padmavathi, J;Devi, KU;Rao, CUM","[""http://europepmc.org/abstract/AGR/IND43833474"", ""https://doi.org/10.1023/A:1025151000398""]",eng,10.1023/a:1025151000398,,,,,1,2026-08-07 18:29:45,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
5087,JOUR,rayyan-628424478,Indigenous strains of Beauveria and Metharizium as potential biological control agents against the invasive hornet Vespa velutina.,2018,3,Journal of invertebrate pathology,1096-0805 (Electronic),J Invertebr Pathol,153,,180-185,Poidatz J;Lopez Plantey R;Thiery D,https://pubmed.ncbi.nlm.nih.gov/29501664/,eng,10.1016/j.jip.2018.02.021,,"Alien species often miss parasites in their invaded area, and this is the case in Vespa velutina. This invasive hornet predator of bees was accidentally introduced in Europe from East China in 2004. The control of this species is still problematic. Indeed to destroy nests, applicators currently use large spectrum insecticides, which is too costly or dangerous to applicators and also to the environment, affecting non-targeted arthropods (one period). Studying the potential interest of biological control methods may help to propose alternatives in V. velutina control. We present here the bioassays in which we assessed the potential control efficiency of different indigenous French isolates of entomopathogenic fungi. We inoculated adults V. velutina by different ways: being directly, by walking on a contaminated surface, in the food, or by inter-individual transfers. We tested differences between the isolates and the application methods using two parameters mortality and LT50. The direct inoculation method was the most efficient modality, then the contact, transfer and food. Considering all contamination methods, there was no difference on susceptibility or mortality among different isolates. Still the LT50 was quite short in all isolates (average 5.80.44d), and their virulence was quite high: we conclude that there is high potential in using such entomopathogens as a biological control agent against V. velutina.",United States,"Animals;Beauveria/*pathogenicity;Introduced Species;Metarhizium/*pathogenicity;Pest Control, Biological/*methods;Wasps/*parasitology",1,2026-08-07 18:33:57,,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
88,JOUR,rayyan-628415244,Exposure Timing and Method Affect Beauveria bassiana (Hypocreales: Cordycipitaceae) Efficacy Against House Fly (Diptera: Muscidae) Larvae,2020,8,Journal of Medical Entomology,,,58,1,372-378,"White, Roxie L;Geden, Christopher J;Kaufman, Phillip E",https://app.dimensions.ai/details/publication/pub.1129834035,,10.1093/jme/tjaa156,,"House flies, Musca domestica L., are widely recognized for their ability to develop resistance to chemical insecticides so alternative control strategies are desired. The use of entomopathogenic fungi such as Beauveria bassiana (Balsamo) Vuillemin to manage house fly populations has shown promising results; however, the success of using this fungus against larval house flies varies widely. The overall objective of this study was to examine factors that may influence efficacy of B. bassiana treatments against larvae. When a high concentration (4 1011 conidia/ml) was applied to first- and second-instar larvae in rearing medium, there was a significant reduction in pupation and adult emergence rates. Treating third-instar larvae at the same concentration did not result in a significant reduction of pupation or adult emergence. Temperature (22 versus 32C) and media composition (diets with- and without propionic acid) did not affect the B. bassiana treatment efficacy against house fly larvae. The narrow time window of vulnerability of larvae and the high doses required to infect them indicate that B. bassiana has little potential as an operational biocontrol agent for house fly larvae.",,,1,2026-08-07 18:40:53,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
407,JOUR,rayyan-628415741,Oviposition Deterrence and Immature Survival of Filth Flies (Diptera: Muscidae) When Exposed to Commercial Fungal Products,2016,6,Journal of Insect Science,,,16,1,54,"Machtinger, E.T.;Weeks, E.N.I.;Geden, C. J.",https://app.dimensions.ai/details/publication/pub.1035122372,,10.1093/jisesa/iew032,,"Filth flies are pests of livestock, and can transmit pathogens that cause disease to animals and their caretakers. Studies have shown successful infection of adult filth flies following exposure to different strains and formulations of entomopathogenic fungi. This study aimed to examine the effects of commercial formulations of Beauveria bassiana (Balsamo) (Moniliales: Moniliaceae) (i.e., BotaniGard ES, Mycotrol O, balEnce), and Metarhizium brunneum (Metsch.) (Ascomycota: Hypocreales) (i.e., Met52 EC), on filth fly oviposition and immature fly survival after exposure. House flies, Musca domestica L., laid significantly fewer eggs on Met52 EC-treated surfaces than on surfaces treated with all other products and the control. Similar numbers of eggs were laid on surfaces treated with all B. bassiana products, but egg production was half of the control. Stable flies, Stomoxys calcitrans (L.), laid the fewest eggs on Met52 EC- and Mycotrol O-treated surfaces. This species did not distinguish between the remaining products and the control. In a second experiment, house fly eggs were placed on treated cloths so that hatched larvae contacted the treatment prior to development. Met52 EC had the greatest effect on immature survival with a significant reduction in recovered pupae at the medium and high doses of fungi. Overall, Met52 EC, containing M. brunneum, had the greatest effect on house fly and stable fly oviposition deterrence and immature development of house flies. Management i",,,1,2026-08-07 18:42:02,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
104,JOUR,rayyan-628415271,"Development of a Mycoinsecticide Bait Formulation for the Control of House Flies, Musca domestica L.",2020,1,Insects,,,11,1,47,"Baker, Dalton;Rice, Steven;Leemon, Diana;Godwin, Rosamond;James, Peter",https://app.dimensions.ai/details/publication/pub.1124022606,,10.3390/insects11010047,,"The control of house flies, Musca domestica (L.), currently relies on the use of chemical insecticide spray and bait formulations. Entomopathogenic fungi, such as Metarhizium anisopliae, may provide an alternative to these products. This study aimed to develop and evaluate a mycoinsecticide bait formulation containing a virulent M. anisopliae isolate. Five M. anisopliae isolates were screened against M. domestica and isolate M16 was selected for bait development. Bait formulations containing a variety of additives, including (Z)-9-tricosene, were tested for their ability to increase fly visitation. A bait formulation containing M. anisopliae and skim milk powder was found to have the highest house fly visitation and was subsequently compared to a conventional chemical bait in an efficacy assay. The chemical bait (0.5% imidacloprid) caused faster mortality than the mycoinsecticide bait, however, similar levels of mortality were achieved by 4-5 days' post exposure. These results suggest that M. anisopliae mycoinsecticide baits may offer an alternative to conventional chemical insecticides for the control of house flies in suitable areas.",,,1,2026-08-07 19:47:43,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,,
4960,JOUR,rayyan-628424045,Adverse effects of the fungal biopesticide Beauveria bassiana on a predatory social wasp.,2024,1,The Science of the total environment,1879-1026 (Electronic),Sci Total Environ,908,,168202,Cappa F;De Fazi L;Baracchi D;Cervo R,https://pubmed.ncbi.nlm.nih.gov/37914122/,eng,10.1016/j.scitotenv.2023.168202,,"Biopesticides are considered eco-friendly alternatives to synthetic agrochemicals. However, their impact on non-target organisms is still poorly understood. Social wasps, in particular, are a largely neglected group when it comes to risk assessment of plant protection products, despite the relevant ecological and economic services provided by these insects. In the present study, we evaluated the impact of a common biopesticide, the entomopathogenic fungus Beauveria bassiana, on the paper wasp Polistes dominula. We adopted a holistic approach in ecotoxicology by focusing not only on the detrimental effects on isolated individuals, but also on the whole colony. Both adult wasps belonging to different castes and immature larvae were topically exposed to a field-realistic concentration of fungal spores from the commercial strain of B. bassiana ATCC 74040 to assess the impact of the biopesticide on their survival, behavior and physiology. Our results showed that the fungus causes a number of adverse effects on P. dominula, that include increased mortality, altered locomotion and feeding rate, selective ejection of exposed larvae from nests, reduced oviposition rate and ovary development in foundresses, and colony failure. Our findings provide new insights on the often-neglected sublethal effects of pollutants that can jeopardize not only individual beneficial insects, but also the delicate social balance of their colonies and their valuable ecosystem services, highlighting that t",Netherlands,"Humans;Animals;Female;*Wasps/physiology;*Beauveria/physiology;Biological Control Agents;Ecosystem;Larva/physiology;Pest Control, Biological/methods;Spores, Fungal",1,2026-08-07 18:45:00,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
3089,JOUR,rayyan-628422003,"Duration and spread of an entomopathogenic fungus, Beauveria bassiana (Deuteromycota: Hyphomycetes), used to treat varroa mites (Acari: Varroidae) in honey bee (Hymenoptera: Apidae) hives",2007,2,Journal of economic entomology,0022-0493,J Econ Entomol,100,1,1-10,"Meikle, WG;Mercadier, G;Holst, N;Nansen, C;Girod, V","[""http://europepmc.org/abstract/MED/17370802"", ""https://doi.org/10.1093/jee/100.1.1""]",eng,10.1603/0022-0493(2007)100[1:dasoae]2.0.co;2,,"A strain of the fungus Beauveria bassiana (Balsamo) Vuillemin (Deuteromycota: Hyphomycetes) isolated from varroa mites, Varroa destructor Anderson & Trueman (Acari: Varroidae), was used to treat honey bees, Apis mellifera L. (Hymenoptera: Apidae), against varroa mites in southern France. Fungal treatment caused a significant increase in the percentage of infected varroa mites compared with control treatments in two field experiments. In the first experiment, hives were treated with a formulation containing 0.37 g of B. bassiana conidia per hive and in the second experiment with a dose of 1.0 g of conidia per hive. The percentage of infected varroa mites also increased in the nontreated (control) hives, suggesting a movement of conidia, probably via bee drift, among the hives. Mite fall was significantly higher among treated hives compared with control hives on the sixth and eighth days after treatment in the first experiment. These days correspond to previously published data on the median survivorship of mites exposed to that fungal solate. The interaction of treatment and date was significant in the second experiment with respect to mite fall. Increases in colony-forming unit (cfu) density per bee were observed in all treatments but were significantly higher among bees from treated hives than control hives for at least a week after treatment. The relationship between cfu density per bee and proportion infected was modeled using a sigmoid curve. High levels of infection ( 80",,,1,2026-08-07 18:48:45,,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,
3092,JOUR,rayyan-628422006,Prevalence and diversity of viruses in the entomopathogenic fungus Beauveria bassiana,2012,12,Applied and environmental microbiology,0099-2240,Appl Environ Microbiol,78,24,8523-8530,"Herrero, Noemi;Duenas, Encarna;Quesada-Moraga, Enrique;Zabalgogeazcoa, Inigo","[""http://europepmc.org/abstract/MED/23001673"", ""https://aem.asm.org/content/aem/78/24/8523.full.pdf""]",eng,10.1128/aem.01954-12,,"Viruses have been discovered in numerous fungal species, but unlike most known animal or plant viruses, they are rarely associated with deleterious effects on their hosts. The knowledge about viruses among entomopathogenic fungi is very limited, although their existence is suspected because of the presence of virus-like double-stranded RNA (dsRNA) in isolates of several species. Beauveria bassiana is one of the most-studied species of entomopathogenic fungi; it has a cosmopolitan distribution and is used as a biological control agent against invertebrates in agriculture. We analyzed a collection of 73 isolates obtained at different locations and from different habitats in Spain and Portugal, searching for dsRNA elements indicative of viral infections. The results revealed that the prevalence of viral infections is high; 54.8% of the isolates contained dsRNA elements with viral characteristics. The dsRNA electropherotypes of infected isolates indicated that virus diversity was high in the collection analyzed and that mixed virus infections occurred in fungal isolates. However, a hybridization experiment indicated that dsRNA bands that are similar in size do not always have similar sequences. Particular virus species or dsRNA profiles were not associated with locations or types of habitats, probably because of the ubiquity and efficient dispersion of this fungus as an airborne species. The sequence of one of the most common dsRNA elements corresponded to the 5.2-kbp genome of a",,,1,2026-08-07 18:56:44,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,,
