record_index,accession_number,title,year,doi,article_link,urls,abstract
5031,rayyan-628424226,"Biological control of Western flower thrips, Frankliniella occidentalis using a self-sustaining granular fungal treatment.",2021,10.1017/S0007485321000365,https://doi.org/10.1017/S0007485321000365,https://pubmed.ncbi.nlm.nih.gov/34134799/,"Western flower thrips (WFT), Frankliniella occidentalis, is one of the most destructive pests of vegetables, fruits and ornamental crops worldwide, causing extensive damage by direct feeding of the crop and transmitting economically important viruses. Despite the successes of biocontrol agents to control WFT, more efficient and cost-effective ways must be found to encourage grower adoption of integrated pest management. A sustainable fungal treatment was developed to preserve fungal inoculum in potting soil and reduce thrips populations. Combining cooked, oven-dried millet with BotaniGard((R)) (a commercial form of Beauveria bassiana strain GHA) to potting soil increased spore production and persistence of the fungus in the soil. In treated pots with millet, spore concentrations were 3-4 times greater after 30 days compared with spore yields at 10 days. The number of WFT adults was significantly lower in the marigold pots treated with GHA mix + millet than untreated controls, 12% and 10% in treated pots and 70% and 68% in untreated pots in sterile and non-sterile soil, respectively. Incorporation of millet in the potting mix enhanced the effect of the fungal treatments by providing a nutritive substrate on which the fungus could become established. This method is relatively inexpensive and easy for growers to use in greenhouses because granular formulations of B. bassiana are not commercially available."
4974,rayyan-628424076,Effects of Chemical Insecticide Residues and Household Surface Type on a Beauveria bassiana-Based Biopesticide (Aprehend((R))) for Bed Bug Management.,2021,10.3390/insects12030214,https://doi.org/10.3390/insects12030214,https://pubmed.ncbi.nlm.nih.gov/33802315/,"The biopesticide Aprehend, containing spores of the entomopathogenic fungus Beauveria bassiana, is a biological control agent for the management of the common bed bug (Cimex lectularius L.) (Hemiptera: Cimicidae). The spores are applied in strategically placed barriers, which bed bugs walk across as they search for a bloodmeal. Application of chemical insecticides by the general public and professional pest managers is common, which means that Aprehend may be sprayed on existing insecticide residues. We evaluated the effect of chemical residues, of 22 different chemical insecticides on different household surface types. We found that residues from 12 chemical pesticides significantly reduced spore viability measured 5 weeks after application in comparison to the control. However, efficacy of Aprehend, as measured by bed bug mortality and mean survival time after exposure to sprayed surfaces, seven weeks after application was not impacted detrimentally. Furthermore, in some cases, efficacy of old chemical residues was enhanced by the combination of chemical and Aprehend seven weeks after application. Surface type also played a role in the relative efficacy of all products and combinations, particularly as the residues aged."
303,rayyan-628415563,Dual Action of Beauveria bassiana (Hypocreales; Cordycipitaceae) Endophytic Stains as Biocontrol Agents against Sucking Pests and Plant Growth Biostimulants on Melon and Strawberry Field Plants,2022,10.3390/microorganisms10112306,https://doi.org/10.3390/microorganisms10112306,"[""http://europepmc.org/abstract/MED/36422376"", ""https://www.mdpi.com/2076-2607/10/11/2306/pdf?version=1669110959""]","Entomopathogenic fungi (EPF) can colonize plant tissues and serve crops not only as biopesticides but also as biostimulants that promote plant growth and trigger defense mechanisms. In this context, field trials were conducted evaluating two commercial strains of the entomopathogen Beauveria bassiana (Hypocreales: Cordycipitaceae), GHA (Botanigard) and PPRI 5339 (Velifer(R) ES) and a wild strain (AP0101) isolated from Achaia, Greece. The three strains were investigated in the field for their endophytic effects on melon Cucumis melo (Cucurbitales: Cucurbitaceae) and strawberry Fragaria sp. (Rosales: Rosaceae) plants and in particular for their ability to colonize plant tissues, control infestations of sucking insects Aphis gossypii (Hemiptera: Aphididae), Chaetosiphon fragaefolii (Hemiptera: Aphididae) and Frankliniella occidentalis (Thysanoptera: Thripidae), and improve plant growth parameters (plant height, number of flowers and fruits). All experimental fungal strains successfully colonized both plants. A significant decrease in the aphid and thrip populations was observed in the treated plants compared to the untreated control. As for plant growth, the number of flowers and fruits was significantly increased in plants treated with B. bassiana strains AP0101 and PPRI 5339. Our results clearly indicate that fungal endophytes can efficiently act as dual action agents demonstrating both insecticidal and growth-promoting"
114,rayyan-628415284,Larval Mortality and Ovipositional Preference in Aedes albopictus (Diptera: Culicidae) Induced by the Entomopathogenic Fungus Beauveria bassiana (Hypocreales: Cordycipitaceae),2022,10.1093/jme/tjac084,https://doi.org/10.1093/jme/tjac084,https://app.dimensions.ai/details/publication/pub.1149305122,"Entomopathogenic fungi allow chemical-free and environmentally safe vector management. Beauveria bassiana (Balsamo-Crivelli) Vuillemin is a promising biological control agent and an important component of integrated vector management. We investigated the mortality of Aedes albopictus (Skuse) larvae exposed to five concentrations of B. bassiana using Mycotrol ESO and adult oviposition behavior to analyze the egg-laying preferences of wild Ae. albopictus in response to different fungal concentrations. We examined the mortality of mid-instars exposed to B. bassiana concentrations of 1 104, 1 105, 1 106, 1 107, and 1 108 conidia/ml every 24 h for 12 d. In the oviposition behavior study, the fungus was applied to wooden paddles at 1 105, 1 107, and 1 109 conidia/ml, and the paddles were individually placed into quad-ovitraps. Both experiments contained control groups without B. bassiana. Kaplan-Meier survival analysis revealed that larval mortality was concentration dependent. The median lethal concentration was 2.43 105 conidia/ml on d 12. The median lethal time was 3.68 d at 1 106 conidia/ml. Oviposition monitoring revealed no significant difference in egg count between the control and treatment paddles. We observed an inverse relationship between the concentration of B. bassiana and the percentage of paddles with eggs. We concluded that concentrations above 1 106 conidia/ml are larvicidal, and Ae. albopictus laid similar numbers of eggs on fungus-impregnat"
466,rayyan-628415870,The effect of UVB-blocking plastics on the efficacy of Beauveria bassiana and a conventional product against Lygus lineolaris on low tunnel strawberry,2022,10.1002/ps.7046,https://doi.org/10.1002/ps.7046,https://app.dimensions.ai/details/publication/pub.1148778839,"BACKGROUND: Effective, safe and practical biocontrol options are greatly needed for combating Lygus lineolaris on protected culture strawberry. This study demonstrated how ultaviolet (UV)-selective plastics can improve the efficacy of the fungal biocontrol agent Beauveria bassiana (Mycotrol) compared to the conventional insecticide acetamiprid (Assail) against L. lineolaris on low tunnel strawberry."
343,rayyan-628415643,Will the application of biocontrol fungi disrupt predation of Acanthococcus lagerstroemiae by coccinellids?,2022,10.1016/j.jip.2022.107789,https://doi.org/10.1016/j.jip.2022.107789,"[""http://europepmc.org/abstract/MED/35772489"", ""https://doi.org/10.1016/j.jip.2022.107789""]","Insect predators are the most important natural enemies of the crapemyrtle bark scale (CMBS) in the USA. Mycopesticides (biocontrol fungi) are considered an IPM tool to increase CMBS mortality; however, their impacts on CMBS predators are unknown. The objectives of this study were to assess the abundance and diversity of CMBS natural enemies in Louisiana; evaluate the impacts of mycopesticides on survival of CMBS predators by life stage; and determine if entomopathogenic spores delivered to crapemyrtles are transferred to predators under field conditions. The mycopesticides Ancora(R) (Isaria fumosorosea PFR97), BioCeres(R) (Beauveria bassiana ANT-03), and BotaniGard(R) (B. bassiana GHA) were tested against the coccinellids Chilocorus spp. and Hyperaspis bigeminata under laboratory and field conditions. Adults and larvae of the coccinellids were treated with each mycopesticide and survival recorded over a 14-day period. The most common natural enemies on CMBS infested trees were the coccinellids Chilocorus cacti, C. stigma, and Hyperaspis bigeminata (Coleoptera: Coccinellidae). In laboratory bioassays BotaniGard(R) reduced survival of adults and larvae of both genera by at least 57%. BioCeres(R) reduced the survival of Chilocorus spp. adults by 40% and Ancora(R) reduced survival of H. bigeminata larvae by 69%. Under field conditions, CMBS infestations were sprayed with the mycopesticides and coccinellids were collected every other day for a two-week period. Spores of the applied mycopesti"
4967,rayyan-628424061,Entomopathogenic fungus Beauveria bassiana-based bioinsecticide suppresses severity of powdery mildews of vegetables by inducing the plant defense responses.,2023,10.3389/fpls.2023.1211825,https://doi.org/10.3389/fpls.2023.1211825,https://pubmed.ncbi.nlm.nih.gov/37692425/,"The entomopathogenic fungus Beauveria bassiana is used commercially as a microbial insecticides against a wide range of agricultural insect pests. Some strains of B. bassiana protect the plants from pathogens, but the underlying mechanisms are largely unknown. Here, we found that prophylactic sprays of commercial bioinsecticide Botanigard on cucumber, tomato, and strawberry plants suppressed the severity of economically damaging powdery mildews. On leaf surfaces, hyphal elongation and spore germination of cucumber powdery mildew, Podosphaera xanthii, were inhibited, but B. bassiana strain GHA, the active ingredient isolated from Botanigard, only inhibited hyphal elongation but had no effect on spore germination of P. xanthii. In addition, strain GHA suppressed powdery mildew symptoms locally, not systemically. Treatment with Botanigard and strain GHA induced a hypersensitive response (HR)-like cell death in epidermal cells of the cucumber leaves in a concentration-dependent manner and inhibited penetration by P. xanthii. Transcriptome analysis and mass spectrometry revealed that GHA induced expression of salicylic acid (SA)-related genes, and treatment with Botanigard and GHA increased the SA level in the cucumber leaves. In NahG-transgenic tomato plants, which do not accumulate SA, the biocontrol effect of tomato powdery mildew by GHA was significantly reduced. These results suggested that B. bassiana GHA induces SA accumulation, leading to the induction of HR-like cell dea"
4971,rayyan-628424070,"Evaluation of Spore Acquisition, Spore Production, and Host Survival Time for Tea Shot-Hole Borer, Euwallacea perbrevis, Adults after Exposure to Four Commercial Products Containing Beauveria bassiana.",2023,10.3390/insects14090726,https://doi.org/10.3390/insects14090726,https://pubmed.ncbi.nlm.nih.gov/37754694/,"Euwallacea perbrevis, the tea shot-hole borer (TSHB), is an invasive ambrosia beetle that vectors several fungal pathogens that cause Fusarium branch dieback in avocado trees in southern Florida. This study assessed the potential of four commercial products containing the entomopathogenic fungus Beauveria bassiana (Bb) for managing adult TSHB beetles. Formulated products containing Bb strains to which adult beetles were exposed were BioCeres WP, BotaniGard WP, BotaniGard ES, and Velifer ES. Controls consisted of water only and BotaniGard ES and Velifer ES supernatant with spores removed. Acquisition of spores by adult beetles dipped in product suspensions with 2.5 0.1 10(6) spores/mL was assessed. Survival time of beetles after residual exposure to the Bb-based products in an in vivo avocado bark plug bioassay was determined. Production of Bb spores on beetles after being dipped in product suspensions and placed in a moistened bark-plug assay with water only was assessed. Significantly more spores were acquired by beetles exposed to Velifer ES and BotaniGard ES than beetles exposed to the other fungal products. Beetles exposed to Velifer ES and BotaniGard ES died faster (6-8 days) compared to beetles dipped in the other fungal products (10-11 days) and controls (12 days). Percentage of mycosis was highest with beetles exposed to Velifer ES (63%). Spore production on cadavers of beetles dipped in Velifer ES (20 6.4 10(5) spores/cadaver) was the highest among all treat"
5004,rayyan-628424143,A New Isolate Beauveria bassiana GxABT-1: Efficacy against Myzus persicae and Promising Impact on the Beet Mild Yellow Virus-Aphid Association.,2024,10.3390/insects15090697,https://doi.org/10.3390/insects15090697,https://pubmed.ncbi.nlm.nih.gov/39336665/,"Within the context of ecofriendly alternatives to neonicotinoids, we explored the direct and endophytic potential of two Beauveria bassiana isolates, GHA from BotaniGard and the new endemic isolate GxABT-1, against the Sugar Beet Mild Yellow Virus (BMYV)-Myzus persicae pathosystem. A mortality rate of 96 and 91% was registered after 8 days of treatment with GHA and Gx-ABT-1, respectively. To assess the endophytic impact, sugar beet seeds were treated, and the ability of the fungi to colonize the plant was assessed and correlated with the aphids' (1) life cycle, (2) attraction towards the plants, and (3) ability to transmit BMYV. Both fungi colonized the plants, and the GxABT-1 isolate impaired the aphids' life cycle. Myzus persicae were more attracted to leaf discs from non-treated plants than to the fungal-treated ones. Interestingly, when the choice test dealt only with the fungal treatments, aphids were more attracted to leaves from plants harboring Gx-ABT-1 than those with GHA. Moreover, no significant impact was observed for BMYV transmission despite the slight decrease in the viral load in GxABT-1 isolate-treated plants. Our findings constitute a baseline to delve more into the performance of the new endemic isolate B. bassiana in other pathosystems using different treatment methods."
305,rayyan-628415572,Do hydraulic pumps and filters of sprayers influence the viability of Beauveria bassiana based mycoinsecticide Botanigard(R)?,2024,,http://europepmc.org/abstract/AGR/IND608317011,http://europepmc.org/abstract/AGR/IND608317011,"Entomopathogenic fungi are promising biocontrol agents for pest management, but they could be sensitive to application methods. Sprayers, used for both fungal and chemical products, can potentially harm the fungal propagules. This study investigated the impact of common hydraulic pumps (piston and diaphragm) on the viability of Beauveria bassiana Vuillemin (Ascomycota: Hyprocreales) based mycoinsecticide Botanigard(R) in the spray mixture. It also aimed to determine the optimal filter mesh size for the system to prevent clogging during application. The results showed significant reduction in conidial germination percentages with increasing number of passes through both types of pumps. However, in both cases the decrease was around 4% with a 90% of conidial germination which may be high enough to control the pest. The temperature of the mixture increased with the number of passes through the pumps, but it remained within the suitable range for fungal growth. When it came to filter clogging, the 32-mesh filter did not clog, the 50-mesh had a low clogging percentage, and the 80-mesh filters had higher clogging percentages (18% for suction filter and 56% for impulsion filter) after 30 passes through the system. As a conclusion, hydraulic pumps are suitable to apply B. bassiana based mycoinsecticide Botanigard(R), but temperature control should be taken into account to prevent conidia damage. Using 32-mesh filters for both suction and impulsion is recommended to prevent clogging issue"
300,rayyan-628415559,Effects of surface type and distance traveled on the efficacy of a Beauveria bassiana (Hypocreales:Cordycipitaceae)-based biopesticide (Aprehend) for bed bug (Hemiptera: Cimicidae) control,2024,10.1093/jee/toae184,https://doi.org/10.1093/jee/toae184,"[""http://europepmc.org/abstract/MED/39174495"", ""https://doi.org/10.1093/jee/toae184""]","The cryptic behavior that characterizes bed bugs (Cimex lectularius L.) makes them one of the most difficult indoor pests to control. Thus, the use of products with long residual efficacy is a key component of successful bed bug management. Aprehend is a biopesticide for bed bug control, whose active ingredient is the entomopathogenic fungus, Beauveria bassiana. This product shows promise for extended bed bug control against pyrethroid-resistant bed bugs, causing mortality days after contact with the treated surface. However, it is unclear how surface type and distance traveled by bed bugs over a treated surface impact efficacy. Therefore, we evaluated the efficacy of different Aprehend band widths applied to different substrates commonly encountered by bed bugs, looking specifically at average time to mortality and overall mortality. Our findings indicate that exposure to fresh applications of Aprehend resulted in high mortality when bed bugs traveled very short distances (1 cm) over some Aprehend-treated surfaces (vinyl tile and cotton jersey fabric), while exposure to other treated surfaces (unfinished pinewood and painted drywall) resulted in comparatively lower mortality even over longer distances (5 cm). Furthermore, we found that bed bugs crawling on cotton jersey fabric picked up a significantly higher number of spores compared to unfinished pinewood. These results indicate that applications of Aprehend as 5 cm (2 inches) bands according to label recommendations can b"
5006,rayyan-628424145,Sustainable Management of Tetranychus urticae and Trialeurodes vaporariorum on Tomato and Cucumber Plants Using Rhamnolipids and Essential Oil-Based Biocontrol Agents.,2024,10.3390/insects15090720,https://doi.org/10.3390/insects15090720,https://pubmed.ncbi.nlm.nih.gov/39336688/,"Rhamnolipids (RLs), biosurfactants produced by Pseudomonas aeruginosa, have gained attention for their potential role in pest management. This study investigated the efficacy of RLs in controlling the two-spotted spider mite (Tetranychus urticae) and the whitefly (Trialeurodes vaporariorum), as well as a novel non-commercial essential oil-based product, Petir Kilat, on cucumber and tomato plants within a controlled greenhouse environment. The RLs were tested at concentrations of 1 mL/L and 2 mL/L, compared to commercial biopesticides including abamectin (ABAMAX) and Beauveria bassiana (NATURALIS). The results indicated that ABAMAX achieved the highest mortality rates for T. urticae and T. vaporariorum, with 100% mortality observed at 7 days. NATURALIS was also highly effective, particularly for whiteflies, though its efficacy declined over time. RLs showed a dose-dependent increase in mortality, with the higher concentration (2 mL/L) yielding more promising results, though not surpassing the commercial products. Petir Kilat, derived from orange essential oils, demonstrated significant control, particularly at higher concentrations, comparable to or exceeding the effectiveness of NATURALIS and ABAMAX in some cases. Statistical analyses revealed significant differences between treatments in most cases (p 0.05). The findings underscore the potential of RLs and Petir Kilat as components of integrated pest management (IPM) strategies. While RLs are effective, their performance"
362,rayyan-628415672,Effects of tomato treatments with commercial formulations of entomopathogenic fungi on the pest Tuta absoluta and the predator Macrolophus pygmaeus,2025,,http://europepmc.org/abstract/AGR/IND609230061,http://europepmc.org/abstract/AGR/IND609230061,"Tuta absoluta is a devasting pest causing severe yield losses in most tomato-growing areas. Macrolophus pygmaeus is a generalist predator released in tomato crop to control T. absoluta. Entomopathogenic fungi are also used on tomato against other pests, but they can play a role in controlling T. absoluta. Therefore, the effects of two commercial products Naturalis(R) and Mycotal(R), based on the entomopathogenic fungi Beauveria bassiana and Akanthomyces muscarius, respectively, on T. absoluta and M. pygmaeus were assessed. In no-choice tests on leaflets, mortality was significantly higher on fungus-treated leaflets for 1st-2nd instar T. absoluta larvae, and not for 3rd-4th instar larvae and for both younger and older M. pygmaeus nymphs. Similarly, in no-choice tests on plants, development rate was significantly lower only for T. absoluta on plants treated with Mycotal(R). In two-choice tests, both pest and predator did not show any preference between fungus-treated and untreated plants. Following the laboratory results, Mycotal(R) was applied also in plastic tunnel cultivation of tomato under field conditions. The number of T. absoluta larvae was significantly lower on plants treated with Mycotal(R) than on untreated plants, while the presence of M. pygmaeus was not affected by the treatment. Therefore, the use of fungal products together with the predator appears to be a promising strategy for the control of T. absoluta on tomato crop."
307,rayyan-628415576,"Entomopathogenic fungi and chemical insecticides have synergistic action against adult large pine weevil, Hylobius abietis",2025,,http://europepmc.org/abstract/AGR/IND609406866,http://europepmc.org/abstract/AGR/IND609406866,"The large pine weevil, Hylobius abietis, is a serious pest of reforestation across much of northern Europe. Larvae develop in the stumps and roots of recently felled conifers, and adults feed on the bark of young trees used to replant the site. Entomopathogenic fungi and chemical insecticides, alone and in combination, were tested against adult pine weevil in laboratory and field experiments. In a broad screening experiment, weevils were dipped in conidial suspension of Beauveria bassiana (Bb Naturalis and Bb SC4), Beauveria caledonica (Bc SG61) and Metarhizium anisopliae (Ma F52 and Ma SG6) and/or provided with twigs treated with chemical insecticides (cypermethrin, acetamiprid and thiacloprid). When assessed after 14 or 17 days, there was higher weevil mortality in combined treatments than expected based on individual treatments, with synergistic effects demonstrated in most cases. In a second laboratory experiment, Bb Naturalis, Bc SG61 and Ma F52 applied in each of two ways, either by dipping weevils or contaminating the substrate, gave synergistic effects in combination with cypermethrin, and mainly additive effects with acetamiprid. Weevil cadavers in all fungus-insecticide treatments tested developed mycosis, which would facilitate recycling of fungi in the field. In a field trial, a commercial formulation of Ma F52 (Met52) and cypermethrin were tested alone and in combination for protection of young Sitka spruce trees. Weevil feeding damage on trees treated with Met52"
268,rayyan-628415507,Laboratory evaluation of Beauveria bassiana strain ATCC74040 as a potential biocontrol agent of Aculops lycopersici,2025,10.1038/s41598-025-24062-z,https://doi.org/10.1038/s41598-025-24062-z,"[""http://europepmc.org/abstract/MED/41249353"", ""https://doi.org/10.1038/s41598-025-24062-z""]","The tomato russet mite (TRM), Aculops lycopersici (Tryon) (Eriophyidae) is a major pest of tomato crops worldwide, responsible for extensive plant damage and substantial yield losses. The limited availability of chemical control options for this pest, particularly in the European Union, highlights the need for alternative management strategies. The aim of this study was to assess the pathogenicity of the entomopathogenic fungus Beauveria bassiana strain ATCC74040 (in the form of biopesticide Naturalis(R)) against TRM females and eggs under laboratory conditions (25 2 C, 80% RH, 16:8 L/D), using a graded series of concentrations (103-107 CFU mL-1). At the two highest levels tested (106 and 107 CFU mL-1), direct spraying caused mean mortalities of 61.7% and 88.6% of TRM females after five days, respectively, whereas in the residual assay (exposure to plants treated 24 h earlier) the same concentrations resulted in only 8.2% and 16.4% mortality, correspondingly. The lethal concentrations required to cause 50% and 90% mortality of directly treated females within five days (LC50 and LC90) were 2.65 105 CFU mL-1 (95% CI 1.87 105-3.74 105) and 1.51 107 CFU mL-1 (95% CI 8.12 106-2.83 107), respectively. In contrast, in residual assays, LC50 and LC90 values were substantially h"
5145,rayyan-628424776,Potential of dip treatments to disinfest cuttings of the invasive Thrips parvispinus (Thysanoptera: Thripidae).,2025,10.1093/jee/toae265,https://doi.org/10.1093/jee/toae265,https://pubmed.ncbi.nlm.nih.gov/39879645/,"Thrips parvispinus (Karny) (Thysanoptera: Thripidae), an invasive thrips species, poses a significant threat to global agriculture due to its polyphagous nature and rapid spread. Its recent arrival in the continental United States raises concerns about potential impacts on ornamental and vegetable crops. Dip treatments might serve as a phytosanitary practice for growers to start with plants free of visible pests. This study aimed to assess the efficacy of dip treatments using 4 biorational and microbial insecticides (mineral oil and Beauveria bassiana-based) in controlling T. parvispinus on bean seedlings. Following gentle agitation of cuttings, artificially infested with 10 second-instar (L2) larvae, for 15 s in each solution, thrips infestation was evaluated at 1, and 24 h postdipping, scoring the numbers of dislodged and dead larvae. Additionally, we tested whether dipping could cause phytotoxicity on bean (Phaseolus vulgaris L.), gardenia (Gardenia jasminoides Ellis), and mandevilla (Mandevilla splendens (Hook.f.) Woodson) cuttings during a 7-day period. Our results demonstrated that dip treatments effectively dislodged and killed T. parvispinus L2 larvae from infested cuttings, with BotaniGard-ES and Suffoil-X exhibiting the highest efficacy and a dislodgment rate of 80%-100%. BotaniGard-ES was the only product causing phytotoxicity on bean seedlings, but not on mandevilla and gardenia. Overall, we demonstrated that dip treatment using biorational insecticides is an add"
5000,rayyan-628424135,Biopolymer-Based Formulations of Beauveria bassiana for Biological Control of the Cabbage Whitefly (Aleyrodes proletella).,2026,10.3390/pathogens15050524,https://doi.org/10.3390/pathogens15050524,https://pubmed.ncbi.nlm.nih.gov/42198650/,"Whiteflies, including Aleyrodes proletella, are major agricultural pests which cause significant yield losses through direct feeding damage and virus transmission. The entomopathogenic fungus Beauveria bassiana is a promising alternative to synthetic insecticides. However, its field performance is often constrained by environmental sensitivity and limited formulation stability. In this study, biopolymer-based suspensions incorporating B. bassiana strain 730 were developed using chitooligosaccharide (COS) and 2-hydroxyethyl cellulose (HEC) as biodegradable carriers. Rheological analysis showed increased viscosity upon fungal incorporation (from 75 to 226 cP for COS and from 250 to 354 cP for HEC), indicating effective interaction between the polymer matrices and fungal conidia. Scanning electron microscopy confirmed uniform dispersion and physical entrapment of fungal structures, while microbiological assays demonstrated preserved viability and sporulation capacity. Bioassays against eggs and nymphs of A. proletella revealed a clear time-dependent response, with limited efficacy after 24 h but substantial increases by day 3. The unformulated fungal suspension achieved 93.0% efficacy, while COS/B. bassiana and HEC/B. bassiana formulations reached 84.6% and 76.1%, respectively, comparable to the commercial product Naturalis((R)) (87.2%). Polymer solutions applied alone exhibited significantly lower activity. These results demonstrate that biopolymer-based formulations, particular"
299,rayyan-628415557,Ethanol tolerance of fungal strains underlies biocontrol of invasive ambrosia beetles,2026,10.1093/jee/toag144,https://doi.org/10.1093/jee/toag144,"[""http://europepmc.org/abstract/MED/42212565"", ""https://doi.org/10.1093/jee/toag144""]","Entomopathogenic fungi are widely recognized as biological control agents showing potential against insect pests that are difficult to manage with chemical pesticides. Invasive ambrosia beetles threaten a wide variety of tree crops and prove challenging to manage with chemical pesticides due to their unique life history: entrenched in the xylem of tree hosts, feeding on symbiotic fungi. Many ambrosia beetle species attack trees that are flood-stressed and producing ethanol, a key component of growth for their fungal symbiont. Ethanol causes osmotic and chaotropic stress in microbes and could prevent successful biocontrol of ambrosia beetles using insect-killing microbes. To investigate the potential of entomopathogenic fungi to manage ambrosia beetles, we conducted a series of experiments using 3 species in eastern North America (Xylosandrus germanus, Xylosandrus crassiusculus, and Anisandrus maiche). We tested the efficacy of 3 microbial-based commercially available biopesticides (Botanigard 22 WP: Beauveria bassiana; Met52: Metarhizium brunneum; and PFR-97 20% WDG: Cordyceps javanica) in a series of environments with and without ethanol. We found that B. bassiana was the most effective against all 3 beetle species, but that its pathogenicity was heavily dependent on the ethanol-tolerance of the strain used. We isolated 2 strains of B. bassiana from separate batches of Botanigard that demonstrated significant differences in ethanol tolerance, as well as pathogenicity, radial"
