record_index,accession_number,title,publication_year,authors,doi,urls,secondary_title,screening_category,screening_categories_all,tags,inclusion_reason,source_wave,agent_confidence,qa_status,prior_asreview_label,abstract,article_link,abstract_missing,abstract_join_method
5000,rayyan-628424135,Biopolymer-Based Formulations of Beauveria bassiana for Biological Control of the Cabbage Whitefly (Aleyrodes proletella).,2026,Spasova M;Chervenkova E;Stoeva A;Petkova M;Stoilova O,10.3390/pathogens15050524,https://pubmed.ncbi.nlm.nih.gov/42198650/,"Pathogens (Basel, Switzerland)",01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,,"Whiteflies, including Aleyrodes proletella, are major agricultural pests which cause significant yield losses through direct feeding damage and virus transmission. The entomopathogenic fungus Beauveria bassiana is a promising alternative to synthetic insecticides. However, its field performance is often constrained by environmental sensitivity and limited formulation stability. In this study, biopolymer-based suspensions incorporating B. bassiana strain 730 were developed using chitooligosaccharide (COS) and 2-hydroxyethyl cellulose (HEC) as biodegradable carriers. Rheological analysis showed increased viscosity upon fungal incorporation (from 75 to 226 cP for COS and from 250 to 354 cP for HEC), indicating effective interaction between the polymer matrices and fungal conidia. Scanning electron microscopy confirmed uniform dispersion and physical entrapment of fungal structures, while microbiological assays demonstrated preserved viability and sporulation capacity. Bioassays against eggs and nymphs of A. proletella revealed a clear time-dependent response, with limited efficacy after 24 h but substantial increases by day 3. The unformulated fungal suspension achieved 93.0% efficacy, while COS/B. bassiana and HEC/B. bassiana formulations reached 84.6% and 76.1%, respectively, comparable to the commercial product Naturalis((R)) (87.2%). Polymer solutions applied alone exhibited significantly lower activity. These results demonstrate that biopolymer-based formulations, particular",https://doi.org/10.3390/pathogens15050524,0,doi
465,rayyan-628415866,Characterization of the synergistic interaction between Beauveria bassiana strain GHA and Bacillus thuringiensis morrisoni strain tenebrionis applied against Colorado potato beetle larvae,2017,"Wraight, S.P.;Ramos, M.E.",10.1016/j.jip.2017.01.007,https://app.dimensions.ai/details/publication/pub.1017099022,Journal of Invertebrate Pathology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,,"Studies were undertaken to further characterize the previously identified synergistic activity of Bacillus thuringiensis- and Beauveria bassiana-based biopesticides against Colorado potato beetle (CPB). A flowable concentrate of B. thuringiensis morrisoni strain tenebrionis (Bt) (Novodor(R) FC) and a wettable powder of B. bassiana strain GHA (Bb) (Mycotrol(R) 22WP) were applied against CPB larval populations infesting potato in field plots. Novodor FC and an oil-dispersion formulation of Bb (Mycotrol ES) were applied against second-instar CPB larvae on potted potato plants in greenhouse tests under low relative humidity (RH), variable-temperature conditions. Each pathogen was applied alone and in combination (tank-mixed) with the other pathogen. In the field tests, each biopesticide was also combined with the spray-carrier (formulation without active ingredient) of the other pathogen. Results from the greenhouse tests showed that under warm, dry conditions, low activity of Mycotrol was counterbalanced by high activity of the Novodor, and under cool, somewhat more humid conditions, low Novodor activity was balanced by high activity of Mycotrol, with the result being a constant level of synergism (CPB mortality ca. 20 percentage points higher than predicted by independent action). Similar levels of synergism were observed under the markedly different conditions of the field and greenhouse environments, and the synergism was confirmed as arising from interaction of the two micobes,",https://doi.org/10.1016/j.jip.2017.01.007,0,doi
3659,rayyan-628422583,"Comparative toxicity of botanical and reduced-risk insecticides to Mediterranean populations of Tetranychus urticae and Phytoseiulus persimilis (Acari Tetranychidae, Phytoseiidae)",2008,"Duso, Carlo;Malagnini, Valeria;Pozzebon, Alberto;Castagnoli, Marisa;Liguori, Marialivia;Simoni, Sauro",10.1016/j.biocontrol.2008.06.011,"[""http://europepmc.org/abstract/AGR/IND44106031"", ""https://doi.org/10.1016/j.biocontrol.2008.06.011""]",Biological Control.,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,,"The two-spotted spider mite Tetranychus urticae and its predator Phytoseiulus persimilis are widely spread throughout the Mediterranean area. Predator-prey interactions in crops may be affected by pesticides used to control other pests, and thus knowledge of pesticide side-effects is essential when managing spider mite populations following integrated pest management (IPM). Toxicological studies evaluating the effects of pesticides on both predator and prey can better predict their impact on mite communities. The botanical and reduced-risk insecticides recommended for the control of aphids, whiteflies and thrips, Biopiren(R) plus (pyrethrins), Confidor(R) (imidacloprid), Naturalis(R) (Beauveria bassiana), Oikos(R) (azadirachtin), Plenum(R) (pymetrozine) and Rotena(R) (rotenone) were evaluated on T. urticae and P. persimilis females in the laboratory. Mite populations were collected on unsprayed vegetables in the Mediterranean area (island of Sardinia). Mite females were treated by micro-immersion and then reared on treated leaves in holding cells. The survival, fecundity and fertility of mites were assessed. All the products affected mite survival and/or fecundity. Pyrethrins and rotenone were more toxic to P. persimilis than to T. urticae; azadirachtin, B. bassiana and pymetrozine showed an opposite tendency. Imidacloprid had a similar impact on predator and prey. Additional toxicological trials were conducted with T. urticae and P. persimilis eggs. Beauveria bassiana was the most effec",https://doi.org/10.1016/j.biocontrol.2008.06.011,0,doi
502,rayyan-628415946,Comparative virulence of Beauveria bassiana isolates against lepidopteran pests of vegetable crops,2010,"Wraight, S.P.;Ramos, M.E.;Avery, P.B.;Jaronski, S.T.;Vandenberg, J.D.",10.1016/j.jip.2010.01.001,https://app.dimensions.ai/details/publication/pub.1024587495,Journal of Invertebrate Pathology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,,"Forty-three isolates of the entomopathogenic fungus Beauveria bassiana were screened for virulence against second-instar larvae of diamondback moth (Plutella xylostella) (DBM), European corn borer (Ostrinia nubilalis) (ECB), corn earworm (Helicoverpa zea) (CEW), and fall armyworm (Spodoptera frugiperda) (FAW); 30 of these isolates were tested against beet armyworm (Spodoptera exigua) (BAW). Highly virulent isolates were also tested against black cutworm (Agrotis ipsilon) (BCW), and the most virulent isolate was also assayed against imported cabbage worm (Pieris rapae) (ICW) and cabbage looper (Trichoplusia ni) (CL). All lepidopteran species tested were susceptible to B. bassiana. Corn earworm and beet armyworm were most susceptible to fungal infection, and fall armyworm was least susceptible. Limited testing suggested low susceptibility of black cutworm and cabbage looper. B. bassiana isolate 1200 exhibited virulence against all pest species greater than or equal to commercial strain GHA of B. bassiana currently registered in the USA as BotaniGard. In assays in which larvae were topically sprayed and maintained on the treated substrate for 24h at 100% relative humidity, 6-day (25 degrees C) median lethal concentrations (LC(50)s) of this isolate against CEW, BAW, DBM, FAW, ICW, ECB, CL, and BCW were 4, 5, 7, 11, 12, 98, 125, and 273 conidia/mm(2), respectively. The respective LC(50)s of commercial strain GHA against these pest species were 9, 67, 97, 1213, 29, 1668, 541, and 3",https://doi.org/10.1016/j.jip.2010.01.001,0,doi
468,rayyan-628415877,Comparison of cauliflower-insect-fungus interactions and pesticides for cabbage root fly control,2017,"Razinger, Jaka;Zerjav, Metka;Zemljic-Urbancic, Meta;Modic, Spela;Lutz, Matthias;Schroers, Hans-Josef;Grunder, Jurg;Fellous, Simon;Urek, Gregor",10.1111/1744-7917.12534,https://app.dimensions.ai/details/publication/pub.1091397196,Insect Science,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,,"Cabbage root fly (Delia radicum L.) control represents a major challenge in brassica production, therefore different management strategies for its control were tested in conventionally managed open field cauliflower production. Strategies included treatments with low-risk methods such as nitrogen lime, the insecticide spinosad and the Beauveria bassiana ATCC 74040-based biopesticide Naturalis. Their effects were compared with treatments based on nonformulated fungal species Metarhizium brunneum, B. bassiana, Clonostachys solani, Trichoderma atroviride, T. koningiopsis, and T. gamsii and commercial insecticides -cyhalothrin and thiamethoxam. Spinosad and thiamethoxam were pipetted to individual plants before transplanting; -cyhalothrin was sprayed after transplanting; nitrogen lime was applied at first hoeing. Nonformulated fungi were delivered onto cauliflower plantlets' roots as a single pretransplantation inoculation. The cabbage root fly population dynamics exhibited a strong spatiotemporal variation. The lowest number of cabbage root fly pupae recovered from cauliflower roots in the field experiments was recorded in plants treated with spinosad (significant reduction), followed by Naturalis and one of the tested M. brunneum strains (nonsignificant reduction). Significantly more pupae were counted in the nitrogen lime treatment. The field experiments showed that a single drench of cauliflower plantlets with spinosad offered consistent and enduring cabbage root fly contro",https://doi.org/10.1111/1744-7917.12534,0,doi
2791,rayyan-628421696,Comparisons of ecorational and chemical insecticides against crucifer flea beetle (Coleoptera: Chrysomelidae) on canola,2007,"Antwi, FB;Olson, DL;Carey, DR",10.1603/0022-0493(2007)100[1201:coeaci]2.0.co;2,"[""http://europepmc.org/abstract/MED/17849871"", ""https://scholarworks.montana.edu/bitstreams/5c9960fe-b204-4348-ad9c-72ddf1e83e94/download""]",Journal of economic entomology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,,"Studies were done comparing the insecticides SpinTor (spinosad), BotaniGard (Beauveria bassiana), Neemix (azadirachtin), and Surround (kaolin, a clay) with conventional chemical insecticides Capture (bifenthrin) and Helix XTra (thiamethoxam), all applied at seven rates in a 7-d assay to assess their impact on adult crucifer flea beetle, Phyllotreta cruciferae (Goeze) (Coleoptera: Chrysomelidae). Lethal time (LT) required for 25, 50, and 75% mortality (LT25, LT50, and LT75) and relative potencies for the insecticide concentration groupings (0, 1X-1.5X, and 2X- 4X) were estimated for each treatment by using survival functions. P. cruciferae mortality increased in response to increasing concentrations, especially for Helix XTra, Capture and SpinTor. After 2 d of exposure in 2002, mortality ranged from 54 to 78% for Helix XTra, from 60 to 94% for Capture, and from 66 to 92% for SpinTor across concentrations. In 2003, flea beetle mortality ranged from 37 to 60%, from 29 to 63%, and from 23 to 52% on exposure to Helix XTra, Capture, and SpinTor, respectively, for 2 d. The LT50 and relative potencies of the insecticides were in the order of Helix XTra, Capture, and SpinTor BotaniGard, Neemix, and Surround. In 2002, LT50 values were 1 and 2 d for Capture and SpinTor, 2 d for BotaniGard, and 3 d for Neemix and Surround. In 2003, LT50 values occurred between 2 and 4 d after exposure to Helix XTra, Capture, and SpinTor, with LT50 values of 5-7 d on exposure to BotaniGard, Neemix, and",https://doi.org/10.1603/0022-0493(2007)100[1201:coeaci]2.0.co;2,0,doi
216,rayyan-628415426,Compatibility among entomopathogenic hyphocreales and two beneficial insects used to control Trialeurodes vaporariorum (Hemiptera: Aleurodidae) in Mediterranean greenhouses,2011,"Hamdi, Faten;Fargues, Jacques;Ridray, Gilles;Jeannequin, Benoit;Bonato, Olivier",10.1016/j.jip.2011.05.018,https://app.dimensions.ai/details/publication/pub.1042242650,Journal of Invertebrate Pathology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,,"The effect of the combined use of Encarsia formosa or Macrolophus caliginosus and one of three marketed mycoinsecticides, Mycotal(R) (Leucanicillium muscarium-based), Naturalis-LTM (Beauveria bassiana-based) and PreFeRal(R) (Isaria fumosorosea-based), on the control of the whitefly, Trialeurodes vaporariorum, was studied under laboratory and greenhouse conditions. The results of both types of tests, the bioassays and the greenhouse trials, for all combinations of E. Formosa with each of the three mycoinsecticides showed that the total mortality of larval populations of T. vaporariorum was not affected. The mortality of T. vaporariorum larvae treated in the second instar revealed the capacity for both B. bassiana- and L. muscarium-based formulations and E. formosa to kill the host either separately or in association. Because of its higher pathogenic activity (under our test conditions), L. muscarium provoked a large proportion of mycoses in larvae exposed to parasitization. In contrast, the efficacy of parasitization was higher in larvae treated with B. bassiana and exposed to E. formosa because of a lower pathogenic activity of the fungus. Bioassays carried out with third-instar larvae of T. vaporariorum showed a low susceptibility to both tested fungi. Consequently, mortalities recorded in larvae subjected to the combined treatments by consecutive exposures or at 2-4 days post-parasitization were mainly caused by the development of the parasitoid. Greenhouse trials showed that fu",https://doi.org/10.1016/j.jip.2011.05.018,0,doi
2620,rayyan-628421473,Compatibility of Beauveria bassiana with fungicides in vitro and on zucchini plants infested with Trialeurodes vaporariorum,2017,"Roberti, Roberta;Righini, Hillary;Masetti, Antonio;Maini, Stefano",10.1016/j.biocontrol.2017.06.006,"[""http://europepmc.org/abstract/AGR/IND605734927"", ""https://doi.org/10.1016/j.biocontrol.2017.06.006""]",Biological Control.,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,,"The effect of fungicides on the entomopathogenic fungus Beauveria bassiana strain ATCC 74040 (Naturalis(R)) was evaluated in vitro and in vivo. The formulated fungicides Cantus(R) (boscalid), Frupica (mepanipyrim), Galben (benalaxyl), Melody(R) Compact (iprovalicarb+Cu oxychloride), OracleTM (fenamidone+Cu), Prosper(R) 300 CS (spiroxamine), Signum(R) (boscalid+pyraclostrobin), Switch(R) (cyprodinil+fludioxonil) and Talendo(R) (proquinazid) were tested on fungal colony growth from 10 field dose (10FD) to 104FD. Each product mixed with Naturalis at FD was also tested against Trialeurodes vaporariorum on zucchini plants. Fungal colony growth was not affected by Cantus, Galben, Melody Compact, Oracle and Talendo at FD, while Frupica and Prosper 300 CS reduced colony growth by 9.7% and 6.9%, respectively. All these products did not inhibit the activity of B. bassiana on whiteflies at FD. On the contrary, Signum and Switch significantly inhibited colony growth at all doses and reduced the entomopathogenic activity on whiteflies when applied in mixture with B. bassiana. The toxic effect of both fungicides on B. bassiana persisted for 10days after treatments, with a 91.2% reduction in nymph mortality in comparison to control for Signum and 87.4% for Switch. The mode of action of their active ingredients, boscalid, pyraclostrobin, cyprodinil and fludioxonil, individually and in mixture (boscalid+pyraclostrobin and cyprodinil+fludioxonil), was studied on fungal colony growth, spore germination, germ",https://doi.org/10.1016/j.biocontrol.2017.06.006,0,doi
4212,rayyan-628423157,Compatibility of an entomopathogenic fungus with a predator and a parasitoid in the biological control of greenhouse whitefly,2009,"Labbe, RM;Gillespie, DR;Coutier, C;Brodeur, J",10.1080/09583150902803229,"[""http://europepmc.org/abstract/AGR/IND44220058"", ""https://doi.org/10.1080/09583150902803229""]",Biocontrol science and technology.,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,,"An ongoing debate in biological control consists of whether interference between biological agents can disrupt pest control. This study investigated the outcome of interactions between the entomopathogen Beauveria bassiana with the whitefly predator Dicyphus hesperus and the parasitoid Encarsia formosa, as well as their effect on the control of the greenhouse whitefly Trialeurodes vaporariorum on greenhouse tomato crops. Our objective was to determine whether the generalist B. bassiana would disrupt biological control by interfering with D. hesperus or E. formosa. In experimental greenhouses, whitefly, parasitoid and predator populations were established, and over 27 days, tomato plants were sprayed with three applications of the B. bassiana based product BotaniGard (5.13x10(3) conidia/mm2) or water (control). Populations of greenhouse whitefly and biological control organisms were regularly monitored in control and B. bassiana-treated compartments. Overall, 10.6% of all whiteflies in treated compartments were infected, and 0.98% were both infected and parasitized. There were 31.7 and 22.3% fewer immature and adult whiteflies, respectively, on B. bassiana-treated plants relative to controls. Parasitism by E. formosa and predation by D. hesperus occurred at rates of 7.5 and 2.5%, respectively, in B. bassiana-treated compartments, and 5 and 6%, respectively in control compartments. Our study suggests that applications of B. bassiana for short-term biological control of greenhou",https://doi.org/10.1080/09583150902803229,0,doi
2469,rayyan-628421299,Compatibility of endophytic fungal entomopathogens with plant extracts for the management of sweetpotato whitefly Bemesia tabaci Gennadius (Homoptera: Aleyrodidae),2018,"Jaber, Lara R;Araj, Salah-Eddin;Qasem, Jamal R",10.1016/j.biocontrol.2017.11.009,"[""http://europepmc.org/abstract/AGR/IND605912523"", ""https://doi.org/10.1016/j.biocontrol.2017.11.009""]",Biological Control.,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,,"The effects of individual and combined application of endophytic fungal entomopathogens (Beauveria bassiana strain NATURALIS and Metarhizium brunneum strain BIPESCO5) and aqueous extracts of two medicinal plants (Calotropis procera and Inula viscosa) on the survival and development of the sweetpotato whitefly (Bemisia tabaci) were investigated for the first time. Brassica oleracea was inoculated through foliar spray of plants with the conidial suspension of fungal strains, and the endophytic colonization of different plant parts (leaf, stem, and root) was confirmed 7 days post-inoculation (7 dpi); when B. tabaci adults were introduced into plants and prior to plant extract application. 48 h later, whitefly adults were removed and the egg bearing leaves of respective treatments were sprayed with aqueous plant extracts. Although all treatments had a significant negative effect on the survival of different B. tabaci developmental stages compared to control, an increase in percentage mortality among all developmental stages was consistently observed when combined applications of endophytic entomopathogenic fungi and aqueous plant extracts were used; irrespective of fungal strain or plant extract. However, the increase was not always additive. Combined application of endophytic entomopathogenic fungi and plant extracts had an additive effect on mortality of nearly all whitefly developmental stages when endophytic B. bassiana was applied with C. procera extract. On the other hand,",https://doi.org/10.1016/j.biocontrol.2017.11.009,0,doi
728,rayyan-628419417,"Control of the Banded Fruit Weevil, Phlyctinus callosus (Schonherr) (Coleoptera: Curculionidae), Using Entomopathogenic Fungi",2020,"Dlamini, BE;Malan, AP;Addison, P",,http://europepmc.org/abstract/AGR/IND606976509,African entomology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,,"Phlyctinus callosus (Schonherr) (Coleoptera: Curculionidae), the banded fruit weevil (BFW), is a sporadic pest, causing damage to fruits, leaves and roots of deciduous fruits and grapevines in the Western Cape Province. Using trunk barriers to prevent the flightless weevils from reaching the leaves and fruits is labour-intensive. Entomopathogenic fungi (EPF) are effective biocontrol agents for the control of soil-borne and above-ground insect pests. Different EPF isolates were screened at 1 106 conidia/ml for virulence against different life stages (larvae, pupae and adults) of the BFW. The results indicated that unformulated, laboratory-cultured Beauveria bassiana 1 (Broadband(R)) and Metarhizium anisopliae 1 (Meta 69(R)) resulted in significantly higher BFW larval mortality of 97 % and 93 %, respectively, than B. bassiana 2 (Eco-Bb(R)) with 58 % mortality. Beauveria bassiana 1 (92 %) resulted in significantly higher pupal mortality than B. bassiana 2 (68 %) and M. anisopliae 1 (66 %). Beauveria bassiana 1 caused 90 % adult BFW mortality, which differed significantly from that obtained with B. bassiana 2 (69 %) and M. anisopliae 1 (65 %). A local EPF isolate (EA2) was compared with the commercial EPF isolates, and B. bassiana 1 (92 %) again caused significantly higher mortality of BFW adults compared to B. bassiana 2 (65 %), M. anisopliae 1 (60 %) and M. anisopliae isolate EA2 (64 %). In a sand bioassay using final instar BFW larvae, B. bassiana 1 (85 %) resulted in higher morta",http://europepmc.org/abstract/AGR/IND606976509,0,title
1621,rayyan-628420380,Delayed efficacy of Beauveria bassiana foliar spray applications against Colorado potato beetle: Impacts of number and timing of applications on larval and next-generation adult populations,2015,"Wraight, SP;Ramos, ME",10.1016/j.biocontrol.2014.12.019,"[""http://europepmc.org/abstract/AGR/IND605328859"", ""https://doi.org/10.1016/j.biocontrol.2014.12.019""]",Biological Control.,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,,"Spray programs comprising multiple or single foliar applications of the fungal pathogen Beauveria bassiana strain GHA (Bb-GHA) made during morning (AM) vs. evening (PM) hours were tested against Colorado potato beetle Leptinotarsa decemlineata (CPB) in small research plots of potatoes over multiple field seasons, and efficacy against larval and first-generation adult populations was evaluated. The pathogen (formulated as BotaniGard WP(R)) was applied at the rate of 2.51013 conidia in a spray volume of 468-480Lperha. Modes of efficacy were investigated by collecting pre-pupal larvae and holding them in soil cages in the field and laboratory. Results revealed that larval control achievable with multiple-spray programs was poor regardless of environmental moisture conditions, but that emerging adult populations were reduced by an average of 80% (range 58-93%) relative to control populations. Programs comprising a single application of Bb targeted against late-instar larvae reduced adult populations by an average of 60% (range 36-75%). Overall mean differences in efficacy of PM vs. AM applications were not significant in terms of larval control and defoliation damage. Emergence of next-generation adults was significantly lower in the PM vs. AM treatments, but differences were small in terms of percent control. Average yields from the Bb-GHA multiple-spray programs were 18% greater than those from the controls; the mean 5% increase resulting from the Bb-GHA single-spray programs wa",https://doi.org/10.1016/j.biocontrol.2014.12.019,0,doi
448,rayyan-628415835,Direct plantlet inoculation with soil or insect-associated fungi may control cabbage root fly maggots,2014,"Razinger, Jaka;Lutz, Matthias;Schroers, Hans-Josef;Palmisano, Marilena;Wohler, Christian;Urek, Gregor;Grunder, Jurg",10.1016/j.jip.2014.05.006,https://app.dimensions.ai/details/publication/pub.1047097238,Journal of Invertebrate Pathology,01-existing-products,01-existing-products,existing-products,Named commercial Bb product or registry/approval product record,wave1_narrow_signal,high,accepted,,"A potential Delia radicum biological control strategy involving cauliflower plantlet inoculation with various fungi was investigated in a series of laboratory and glasshouse experiments. In addition to entomopathogenic fungi, fungi with a high rhizosphere competence and fungi with the ability to survive as saprotrophs in soil were tested. The following fungal species were evaluated in the experiments: Trichoderma atroviride, T. koningiopsis, T. gamsii, Beauveria bassiana, Metharhizium anisopliae, M. brunneum and Clonostachys solani. A commercial carbosulfan-based insecticide was used as a positive control. Additionally, two commercial products, one based on B. bassiana (Naturalis) and one on Bacillus thuringiensis (Delfin) were used as reference biocontrol agents. The aims were (i) to assess the pathogenicity of the selected fungal isolates to Delia radicum, (ii) to evaluate the fungal isolates' rhizosphere competence, with the emphasis on the persistence of the original inoculum on the growing roots, (iii) to assess possible endophytic plant tissue colonization, and (iv) to evaluate potential plant growth stimulating effects of the added inoculi. Significant pathogenicity of tested fungi against Delia radicum was confirmed in in vitro and glasshouse experiments. All tested fungi persisted on cauliflower rhizoplane. More importantly, the added fungi were found on thoroughly washed roots outside the original point of inoculation. This provided us with evidence that our tested",https://doi.org/10.1016/j.jip.2014.05.006,0,doi
